"Project","Replication","Empirical__K","Empirical__N","Model_Estimate__C_M","Model_Estimate__T_M","Model_Estimate__C_SD","Model_Estimate__T_SD","Model_Estimate__pooled_SD","Model_Estimate__MD","Model_Estimate__SMD","Model_Estimate__C_M_K","Model_Estimate__T_M_K","Model_Estimate__C_SD_K","Model_Estimate__T_SD_K","Model_Estimate__pooled_SD_K","Model_Estimate__MD_K","Model_Estimate__SMD_K","Tau2__C_M","Tau2__T_M","Tau2__C_SD","Tau2__T_SD","Tau2__pooled_SD","Tau2__MD","Tau2__SMD","Tau__C_M","Tau__T_M","Tau__C_SD","Tau__T_SD","Tau__pooled_SD","Tau__MD","Tau__SMD","I2__T_M","I2__C_M","I2__T_SD","I2__C_SD","I2__MD","I2__pooled_SD","I2__SMD","H2__T_M","H2__C_M","H2__TSD","H2__C_SD","H2__MD","H2__pooled_SD","H2__SMD","QE__T_M","QE__C_M","QE__T_SD","QE__C_SD","QE__MD","QE__pooled_SD","QE__SMD","QEp__T_M","QEp__C_M","QEp__T_SD","QEp__C_SD","QEp__MD","QEp__pooled_SD","QEp__SMD","H2__T_SD"
"Multi_Lab_1","Rep_A",5,50,0.545003398196671,1.09382056880774,4.68241200400502,3.84708742961827,4.7696912407437,-0.0559443095112244,-0.0299447918841118,5,5,5,5,5,5,5,5.56741899338384,1.80301071184533e-09,1.18196279052458e-09,1.42047888504616,7.60626075092428e-10,1.71787541230061,0.0383949008810827,2.35953787708183,4.24618736261759e-05,3.43796857246336e-05,1.19183844754487,2.75794502318742e-05,1.31067746310853,0.195946168324575,5.67695826164417e-08,53.9291202099366,41.7114569509546,3.97618616619644e-08,15.2357822510449,5.73012690682693e-08,10.0882236360779,1.0000000005677,2.17056849045822,0,1.00000000039762,1.17974308801113,1.00000000057301,1.11220136053419,0.945922175379613,8.73598936134818,6.44116366971474,1.65023131989937,5.21074574471234,2.0790301274933,4.66847591716279,0.917882063630746,0.068048113540436,0.168535504741373,0.799737044590036,0.266349033324405,0.721225811960618,0.323035258104033,1.7156030116563
"Multi_Lab_1","Rep_B",5,50,1.97391364331565,-2.7799374449462,2.16708562368205,4.84522141296327,4.16812433284953,-4.76088662318243,-0.859981588432595,5,5,5,5,5,5,5,9.28146694171144,2.46702889443452,1.75767604552342,0.000999989145209531,1.05446006654421,13.3576551238846,0.173612785331053,3.04655000643538,1.57067784552865,1.32577375352034,0.031622604971911,1.02686906007738,3.65481259764227,0.416668675725753,30.8417853087674,94.3391308981164,0.0289141997947825,83.4697900893484,65.670854868222,52.0907988481916,30.9256259953273,1.44595982482291,17.6651320142211,0,6.04952995397613,2.91297670291916,2.0872817245091,1.4477148934167,5.77752638059055,97.039618883138,2.86060299414449,12.3736077332729,13.0485849899281,8.68605638910451,6.33842429781517,0.216390197918712,4.19656023711775e-20,0.581417509886536,0.0147788626476948,0.0110408228284049,0.0694439293009075,0.175259935029686,1.00028922562522
"Multi_Lab_2","Rep_C",5,50,-0.0429033501139997,-0.608831625624058,2.64400434776921,4.95387565222026,5.02371664244719,0.153781261983689,0.10130890784136,5,5,5,5,5,5,5,1.71684241979576e-09,1.41551221732274e-08,3.19974181636894e-09,2.42160812920572e-09,1.11737641270153,3.72597866302486,6.73122279929385e-10,4.14347972095407e-05,0.000118975300685594,5.65662604064379e-05,4.92098377278946e-05,1.05706026919071,1.93027942615178,2.59446002075458e-05,2.39973409910284e-07,9.35295350048209e-08,6.56860807425765e-08,2.78903046863254e-07,26.5369233061957,43.8190051868649,1.97971893635817e-07,1.00000000239973,1.0000000009353,0,1.00000000278903,1.36122804135746,1.77996136117939,1.00000000197972,3.25069780601173,2.56807223381766,3.91984095949235,5.49774924475374,4.46878917020079,6.84811854334265,3.92945585475943,0.516781512404905,0.632489276779346,0.416962880504711,0.239927393586554,0.346264335588394,0.144135476914602,0.415637139340096,1.00000000065686
"Multi_Lab_2","Rep_D",5,50,0.134914236733549,-2.29759452994807,3.41165786670341,3.66057711098534,4.15651534146574,-1.71096573376519,-0.333144135757144,5,5,5,5,5,5,5,3.3450668996179,6.5822156917823,1.81955592511606,2.84547050312021,0.818623884828611,12.4956539283725,0.600522335447288,1.82895240496244,2.56558291461849,1.34890916118027,1.6868522469737,0.904778362268136,3.5349192251553,0.774933761974072,73.0033322764607,58.345527298312,65.1616494317958,54.9359552540628,63.8792360575212,45.4797771848308,61.9693925053431,3.70416086252033,2.40070257799585,0,2.21906401353411,2.76849072625504,1.83418179230509,2.6294610206805,15.5200008027624,9.63815818884861,11.0888702226143,9.56757092986136,13.0119422141623,7.37634786063886,9.83515263460492,0.00373575831851447,0.0469845207905746,0.0255831838524011,0.0483771796207507,0.0112175893413344,0.117287067891405,0.0432979773257016,2.87039995777719
