"","Project","Replication","Lab","Lab__Empirical__T_N","Lab__Empirical__C_N","Lab__Empirical__T_M","Lab__Empirical__SE_T_M","Lab__Empirical__C_M","Lab__Empirical__SE_C_M","Lab__Empirical__T_SD","Lab__Empirical__SE_T_SD","Lab__Empirical__C_SD","Lab__Empirical__SE_C_SD","Lab__Empirical__MD","Lab__Empirical__SE_MD","Lab__Empirical__pooled_SD","Lab__Empirical__SE_pooled_SD","Lab__Empirical__SMD_d","Lab__Empirical__SE_SMD_d","Lab__Empirical__SMD_g","Lab__Empirical__SE_SMD_g","MA__Empirical__K","MA__Empirical__N","MA__Model_Estimate__C_M","MA__Model_Estimate__T_M","MA__Model_Estimate__C_SD","MA__Model_Estimate__T_SD","MA__Model_Estimate__pooled_SD","MA__Model_Estimate__MD","MA__Model_Estimate__SMD_d","MA__Model_Estimate__SMD_g","MA__Model_Estimate__C_M_K","MA__Model_Estimate__T_M_K","MA__Model_Estimate__C_SD_K","MA__Model_Estimate__T_SD_K","MA__Model_Estimate__pooled_SD_K","MA__Model_Estimate__MD_K","MA__Model_Estimate__SMD_d_K","MA__Model_Estimate__SMD_g_K","MA__Tau2__C_M","MA__Tau2__T_M","MA__Tau2__C_SD","MA__Tau2__T_SD","MA__Tau2__pooled_SD","MA__Tau2__MD","MA__Tau2__SMD_d","MA__Tau2__SMD_g","MA__Tau__C_M","MA__Tau__T_M","MA__Tau__C_SD","MA__Tau__T_SD","MA__Tau__pooled_SD","MA__Tau__MD","MA__Tau__SMD_d","MA__Tau__SMD_g","MA__I2__T_M","MA__I2__C_M","MA__I2__T_SD","MA__I2__C_SD","MA__I2__MD","MA__I2__pooled_SD","MA__I2__SMD_d","MA__I2__SMD_g","MA__H2__T_M","MA__H2__C_M","MA__H2__TSD","MA__H2__C_SD","MA__H2__MD","MA__H2__pooled_SD","MA__H2__SMD_d","MA__H2__SMD_g","MA__QE__T_M","MA__QE__C_M","MA__QE__T_SD","MA__QE__C_SD","MA__QE__MD","MA__QE__pooled_SD","MA__QE__SMD_d","MA__QE__SMD_g","MA__QEp__T_M","MA__QEp__C_M","MA__QEp__T_SD","MA__QEp__C_SD","MA__QEp__MD","MA__QEp__pooled_SD","MA__QEp__SMD_d","MA__QEp__SMD_g","MA__H2__T_SD","Lab__Empirical__N","MA__Empirical__M_N","MA__Empirical__SD_N","MA__Empirical__M_T_N","MA__Empirical__M_C_N","MA__Empirical__SD_T_N","MA__Empirical__SD_C_N","Lab__Empirical__ln_C_SD","Lab__Empirical__ln_T_SD","Lab__Empirical__SE_ln_C_SD","Lab__Empirical__SE_ln_T_SD","Lab__Empirical__ln_pooled_SD","Lab__Empirical__SE_ln_pooled_SD","MA__Tau2__ln_C_SD","MA__SE_Tau2__ln_C_SD","MA__Tau2__ln_T_SD","MA__SE_Tau2__ln_T_SD","MA__Tau2__ln_pooled_SD","MA__SE_Tau2__ln_pooled_SD","MA__Tau__ln_C_SD","MA__Tau__ln_T_SD","MA__Tau__ln_pooled_SD","MA__I2__ln_C_SD","MA__I2__ln_T_SD","MA__I2__ln_pooled_SD","MA__H2__ln_C_SD","MA__H2__ln_T_SD","MA__H2__ln_pooled_SD"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
