"","Project","Replication","Lab","Lab__Empirical__T_N","Lab__Empirical__C_N","Lab__Empirical__T_M","Lab__Empirical__SE_T_M","Lab__Empirical__C_M","Lab__Empirical__SE_C_M","Lab__Empirical__T_SD","Lab__Empirical__SE_T_SD","Lab__Empirical__C_SD","Lab__Empirical__SE_C_SD","Lab__Empirical__MD","Lab__Empirical__SE_MD","Lab__Empirical__pooled_SD","Lab__Empirical__SE_pooled_SD","Lab__Empirical__SMD","Lab__Empirical__SE_SMD","MA__Empirical__K","MA__Empirical__N","MA__Model_Estimate__C_M","MA__Model_Estimate__T_M","MA__Model_Estimate__C_SD","MA__Model_Estimate__T_SD","MA__Model_Estimate__pooled_SD","MA__Model_Estimate__MD","MA__Model_Estimate__SMD","MA__Model_Estimate__C_M_K","MA__Model_Estimate__T_M_K","MA__Model_Estimate__C_SD_K","MA__Model_Estimate__T_SD_K","MA__Model_Estimate__pooled_SD_K","MA__Model_Estimate__MD_K","MA__Model_Estimate__SMD_K","MA__Tau2__C_M","MA__Tau2__T_M","MA__Tau2__C_SD","MA__Tau2__T_SD","MA__Tau2__pooled_SD","MA__Tau2__MD","MA__Tau2__SMD","MA__Tau__C_M","MA__Tau__T_M","MA__Tau__C_SD","MA__Tau__T_SD","MA__Tau__pooled_SD","MA__Tau__MD","MA__Tau__SMD","MA__I2__T_M","MA__I2__C_M","MA__I2__T_SD","MA__I2__C_SD","MA__I2__MD","MA__I2__pooled_SD","MA__I2__SMD","MA__H2__T_M","MA__H2__C_M","MA__H2__TSD","MA__H2__C_SD","MA__H2__MD","MA__H2__pooled_SD","MA__H2__SMD","MA__QE__T_M","MA__QE__C_M","MA__QE__T_SD","MA__QE__C_SD","MA__QE__MD","MA__QE__pooled_SD","MA__QE__SMD","MA__QEp__T_M","MA__QEp__C_M","MA__QEp__T_SD","MA__QEp__C_SD","MA__QEp__MD","MA__QEp__pooled_SD","MA__QEp__SMD","MA__H2__T_SD"
"ML1_Jacowitz_Chicago.22","ML1","Jacowitz_Chicago","sdsu",75,75,3565.38666666667,147.399375838562,1324.36,100.737191106721,1276.51603978165,104.928972109574,872.409666043084,71.711632806444,2241.02666666667,178.534471936569,1093.29589435459,63.332930687268,2.03938174016692,0.200649303687169,36,5284,1442.10584088068,3643.64056475623,972.500056394348,1109.94221787741,1073.85555097368,2168.14552109269,1.99711975084158,36,36,36,36,36,36,36,133438.980028222,30744.2332401099,28173.3709435768,387.035493097043,2303.62004013717,114922.26261317,0.12916345213758,365.293005720369,175.340335462522,167.849250649435,19.6732176599824,47.9960419215707,339.001862256197,0.359393172079799,63.5008219822975,90.2076965264645,4.13656617189516,79.2653328054936,76.912898789146,34.8286137455705,75.6170566602842,2.73978772758935,10.2121018073284,0,4.82284085208249,4.33142294854179,1.53441572670557,4.1012275920404,83.2266298548464,390.77678874447,31.0512679013613,213.670846259422,161.942429851508,51.1048038294466,153.543952274332,8.34739096859295e-06,1.11988220002985e-61,0.659251493710565,1.64103592251195e-27,3.06732551520239e-18,0.0386013523606213,8.60487964614012e-17,1.04315061548194
"ML1_Jacowitz_Chicago.23","ML1","Jacowitz_Chicago","swps",38,24,3860.75,187.144612226724,640.104166666667,156.949293076048,1153.63686819061,134.107561894974,768.891367053702,113.366847229011,3220.64583333333,266.833717433871,1023.39262068689,92.6536144082961,3.1074984870713,0.379684992021538,36,5284,1442.10584088068,3643.64056475623,972.500056394348,1109.94221787741,1073.85555097368,2168.14552109269,1.99711975084158,36,36,36,36,36,36,36,133438.980028222,30744.2332401099,28173.3709435768,387.035493097043,2303.62004013717,114922.26261317,0.12916345213758,365.293005720369,175.340335462522,167.849250649435,19.6732176599824,47.9960419215707,339.001862256197,0.359393172079799,63.5008219822975,90.2076965264645,4.13656617189516,79.2653328054936,76.912898789146,34.8286137455705,75.6170566602842,2.73978772758935,10.2121018073284,0,4.82284085208249,4.33142294854179,1.53441572670557,4.1012275920404,83.2266298548464,390.77678874447,31.0512679013613,213.670846259422,161.942429851508,51.1048038294466,153.543952274332,8.34739096859295e-06,1.11988220002985e-61,0.659251493710565,1.64103592251195e-27,3.06732551520239e-18,0.0386013523606213,8.60487964614012e-17,1.04315061548194
"ML1_Jacowitz_Chicago.24","ML1","Jacowitz_Chicago","swpson",70,56,3971.32142857143,122.370343788411,1843.71428571429,176.515324772118,1023.82375080996,87.1536654222893,1320.91973762479,125.944755322134,2127.60714285714,208.864047739917,1164.98799816062,73.6803104189524,1.81521887568205,0.211730421115242,36,5284,1442.10584088068,3643.64056475623,972.500056394348,1109.94221787741,1073.85555097368,2168.14552109269,1.99711975084158,36,36,36,36,36,36,36,133438.980028222,30744.2332401099,28173.3709435768,387.035493097043,2303.62004013717,114922.26261317,0.12916345213758,365.293005720369,175.340335462522,167.849250649435,19.6732176599824,47.9960419215707,339.001862256197,0.359393172079799,63.5008219822975,90.2076965264645,4.13656617189516,79.2653328054936,76.912898789146,34.8286137455705,75.6170566602842,2.73978772758935,10.2121018073284,0,4.82284085208249,4.33142294854179,1.53441572670557,4.1012275920404,83.2266298548464,390.77678874447,31.0512679013613,213.670846259422,161.942429851508,51.1048038294466,153.543952274332,8.34739096859295e-06,1.11988220002985e-61,0.659251493710565,1.64103592251195e-27,3.06732551520239e-18,0.0386013523606213,8.60487964614012e-17,1.04315061548194
"ML1_Jacowitz_Chicago.25","ML1","Jacowitz_Chicago","tamu",73,88,3977.43835616438,123.568713955466,1644.55681818182,118.550810897083,1055.77155483957,87.9809629032978,1112.10518354305,84.3084763897944,2332.88153798257,172.076944758782,1086.95737764102,60.762764626256,2.13610689896443,0.19747560768038,36,5284,1442.10584088068,3643.64056475623,972.500056394348,1109.94221787741,1073.85555097368,2168.14552109269,1.99711975084158,36,36,36,36,36,36,36,133438.980028222,30744.2332401099,28173.3709435768,387.035493097043,2303.62004013717,114922.26261317,0.12916345213758,365.293005720369,175.340335462522,167.849250649435,19.6732176599824,47.9960419215707,339.001862256197,0.359393172079799,63.5008219822975,90.2076965264645,4.13656617189516,79.2653328054936,76.912898789146,34.8286137455705,75.6170566602842,2.73978772758935,10.2121018073284,0,4.82284085208249,4.33142294854179,1.53441572670557,4.1012275920404,83.2266298548464,390.77678874447,31.0512679013613,213.670846259422,161.942429851508,51.1048038294466,153.543952274332,8.34739096859295e-06,1.11988220002985e-61,0.659251493710565,1.64103592251195e-27,3.06732551520239e-18,0.0386013523606213,8.60487964614012e-17,1.04315061548194
"ML1_Jacowitz_Chicago.26","ML1","Jacowitz_Chicago","tamuc",37,35,3964.58108108108,178.975102402115,1255.11428571429,186.309513739809,1088.66304674787,128.300170463771,1102.2219476352,133.664044499234,2709.4667953668,258.257214438244,1095.26976324566,91.9129967621784,2.44717363111556,0.30983288646315,36,5284,1442.10584088068,3643.64056475623,972.500056394348,1109.94221787741,1073.85555097368,2168.14552109269,1.99711975084158,36,36,36,36,36,36,36,133438.980028222,30744.2332401099,28173.3709435768,387.035493097043,2303.62004013717,114922.26261317,0.12916345213758,365.293005720369,175.340335462522,167.849250649435,19.6732176599824,47.9960419215707,339.001862256197,0.359393172079799,63.5008219822975,90.2076965264645,4.13656617189516,79.2653328054936,76.912898789146,34.8286137455705,75.6170566602842,2.73978772758935,10.2121018073284,0,4.82284085208249,4.33142294854179,1.53441572670557,4.1012275920404,83.2266298548464,390.77678874447,31.0512679013613,213.670846259422,161.942429851508,51.1048038294466,153.543952274332,8.34739096859295e-06,1.11988220002985e-61,0.659251493710565,1.64103592251195e-27,3.06732551520239e-18,0.0386013523606213,8.60487964614012e-17,1.04315061548194
"ML1_Jacowitz_Chicago.27","ML1","Jacowitz_Chicago","tamuon",103,95,3636.54368932039,105.918169717561,1721.88947368421,132.809456115744,1074.95201923656,75.2616951911327,1294.46645580608,94.4086692852321,1914.65421563618,168.610796841339,1185.31341791449,59.7152273068174,1.60912445897897,0.163152841244118,36,5284,1442.10584088068,3643.64056475623,972.500056394348,1109.94221787741,1073.85555097368,2168.14552109269,1.99711975084158,36,36,36,36,36,36,36,133438.980028222,30744.2332401099,28173.3709435768,387.035493097043,2303.62004013717,114922.26261317,0.12916345213758,365.293005720369,175.340335462522,167.849250649435,19.6732176599824,47.9960419215707,339.001862256197,0.359393172079799,63.5008219822975,90.2076965264645,4.13656617189516,79.2653328054936,76.912898789146,34.8286137455705,75.6170566602842,2.73978772758935,10.2121018073284,0,4.82284085208249,4.33142294854179,1.53441572670557,4.1012275920404,83.2266298548464,390.77678874447,31.0512679013613,213.670846259422,161.942429851508,51.1048038294466,153.543952274332,8.34739096859295e-06,1.11988220002985e-61,0.659251493710565,1.64103592251195e-27,3.06732551520239e-18,0.0386013523606213,8.60487964614012e-17,1.04315061548194
"ML1_Jacowitz_Chicago.28","ML1","Jacowitz_Chicago","tilburg",22,21,3328.54545454545,243.57101355909,1808.04761904762,192.936860214627,1142.44932063372,176.283757335699,884.147766280641,139.796036479852,1520.49783549784,312.589451329968,1024.61586980524,111.794756705607,1.4566282799613,0.338152835122285,36,5284,1442.10584088068,3643.64056475623,972.500056394348,1109.94221787741,1073.85555097368,2168.14552109269,1.99711975084158,36,36,36,36,36,36,36,133438.980028222,30744.2332401099,28173.3709435768,387.035493097043,2303.62004013717,114922.26261317,0.12916345213758,365.293005720369,175.340335462522,167.849250649435,19.6732176599824,47.9960419215707,339.001862256197,0.359393172079799,63.5008219822975,90.2076965264645,4.13656617189516,79.2653328054936,76.912898789146,34.8286137455705,75.6170566602842,2.73978772758935,10.2121018073284,0,4.82284085208249,4.33142294854179,1.53441572670557,4.1012275920404,83.2266298548464,390.77678874447,31.0512679013613,213.670846259422,161.942429851508,51.1048038294466,153.543952274332,8.34739096859295e-06,1.11988220002985e-61,0.659251493710565,1.64103592251195e-27,3.06732551520239e-18,0.0386013523606213,8.60487964614012e-17,1.04315061548194
"ML1_Jacowitz_Chicago.29","ML1","Jacowitz_Chicago","ufl",52,66,3570.125,153.299721631024,1134.33333333333,95.5157228012923,1105.46001371002,109.456851643394,775.973400284261,68.0573693488255,2435.79166666667,173.41712616279,935.243332729632,61.1387692762301,2.58756541931299,0.249617207174982,36,5284,1442.10584088068,3643.64056475623,972.500056394348,1109.94221787741,1073.85555097368,2168.14552109269,1.99711975084158,36,36,36,36,36,36,36,133438.980028222,30744.2332401099,28173.3709435768,387.035493097043,2303.62004013717,114922.26261317,0.12916345213758,365.293005720369,175.340335462522,167.849250649435,19.6732176599824,47.9960419215707,339.001862256197,0.359393172079799,63.5008219822975,90.2076965264645,4.13656617189516,79.2653328054936,76.912898789146,34.8286137455705,75.6170566602842,2.73978772758935,10.2121018073284,0,4.82284085208249,4.33142294854179,1.53441572670557,4.1012275920404,83.2266298548464,390.77678874447,31.0512679013613,213.670846259422,161.942429851508,51.1048038294466,153.543952274332,8.34739096859295e-06,1.11988220002985e-61,0.659251493710565,1.64103592251195e-27,3.06732551520239e-18,0.0386013523606213,8.60487964614012e-17,1.04315061548194
"ML1_Jacowitz_Chicago.30","ML1","Jacowitz_Chicago","unipd",37,40,3378.21621621622,173.205169115448,1777.3625,197.254647167885,1053.56591274941,124.163933555351,1247.5479282068,141.256986810323,1600.85371621622,264.246673018162,1158.49729255342,93.9665385870782,1.36796405870471,0.251275011646427,36,5284,1442.10584088068,3643.64056475623,972.500056394348,1109.94221787741,1073.85555097368,2168.14552109269,1.99711975084158,36,36,36,36,36,36,36,133438.980028222,30744.2332401099,28173.3709435768,387.035493097043,2303.62004013717,114922.26261317,0.12916345213758,365.293005720369,175.340335462522,167.849250649435,19.6732176599824,47.9960419215707,339.001862256197,0.359393172079799,63.5008219822975,90.2076965264645,4.13656617189516,79.2653328054936,76.912898789146,34.8286137455705,75.6170566602842,2.73978772758935,10.2121018073284,0,4.82284085208249,4.33142294854179,1.53441572670557,4.1012275920404,83.2266298548464,390.77678874447,31.0512679013613,213.670846259422,161.942429851508,51.1048038294466,153.543952274332,8.34739096859295e-06,1.11988220002985e-61,0.659251493710565,1.64103592251195e-27,3.06732551520239e-18,0.0386013523606213,8.60487964614012e-17,1.04315061548194
"ML1_Jacowitz_Chicago.31","ML1","Jacowitz_Chicago","uva",42,33,3570.9880952381,172.564220306844,1407.80303030303,152.872306864757,1118.34396563158,123.500430801291,878.184543705382,109.773067963173,2163.18506493507,237.285784212169,1020.05292109386,83.8478336128511,2.0987846133371,0.28699813086018,36,5284,1442.10584088068,3643.64056475623,972.500056394348,1109.94221787741,1073.85555097368,2168.14552109269,1.99711975084158,36,36,36,36,36,36,36,133438.980028222,30744.2332401099,28173.3709435768,387.035493097043,2303.62004013717,114922.26261317,0.12916345213758,365.293005720369,175.340335462522,167.849250649435,19.6732176599824,47.9960419215707,339.001862256197,0.359393172079799,63.5008219822975,90.2076965264645,4.13656617189516,79.2653328054936,76.912898789146,34.8286137455705,75.6170566602842,2.73978772758935,10.2121018073284,0,4.82284085208249,4.33142294854179,1.53441572670557,4.1012275920404,83.2266298548464,390.77678874447,31.0512679013613,213.670846259422,161.942429851508,51.1048038294466,153.543952274332,8.34739096859295e-06,1.11988220002985e-61,0.659251493710565,1.64103592251195e-27,3.06732551520239e-18,0.0386013523606213,8.60487964614012e-17,1.04315061548194
"ML1_Jacowitz_Chicago.32","ML1","Jacowitz_Chicago","vcu",50,50,3465.4,194.774564613576,1181.24,115.961277175105,1377.26415440917,139.124689009697,819.970054455699,82.8294836965039,2284.16,226.680720010524,1133.40360005262,80.547486483749,1.9998409987557,0.243690590463651,36,5284,1442.10584088068,3643.64056475623,972.500056394348,1109.94221787741,1073.85555097368,2168.14552109269,1.99711975084158,36,36,36,36,36,36,36,133438.980028222,30744.2332401099,28173.3709435768,387.035493097043,2303.62004013717,114922.26261317,0.12916345213758,365.293005720369,175.340335462522,167.849250649435,19.6732176599824,47.9960419215707,339.001862256197,0.359393172079799,63.5008219822975,90.2076965264645,4.13656617189516,79.2653328054936,76.912898789146,34.8286137455705,75.6170566602842,2.73978772758935,10.2121018073284,0,4.82284085208249,4.33142294854179,1.53441572670557,4.1012275920404,83.2266298548464,390.77678874447,31.0512679013613,213.670846259422,161.942429851508,51.1048038294466,153.543952274332,8.34739096859295e-06,1.11988220002985e-61,0.659251493710565,1.64103592251195e-27,3.06732551520239e-18,0.0386013523606213,8.60487964614012e-17,1.04315061548194
"ML1_Jacowitz_Chicago.33","ML1","Jacowitz_Chicago","wisc",38,50,3627.89473684211,178.474076953332,1611.05,134.713070173277,1100.18809913808,127.894268698853,952.565254339833,96.2236215523406,2016.84473684211,219.23607908319,1018.70277863992,77.2276583475315,1.96249204659828,0.259598854467632,36,5284,1442.10584088068,3643.64056475623,972.500056394348,1109.94221787741,1073.85555097368,2168.14552109269,1.99711975084158,36,36,36,36,36,36,36,133438.980028222,30744.2332401099,28173.3709435768,387.035493097043,2303.62004013717,114922.26261317,0.12916345213758,365.293005720369,175.340335462522,167.849250649435,19.6732176599824,47.9960419215707,339.001862256197,0.359393172079799,63.5008219822975,90.2076965264645,4.13656617189516,79.2653328054936,76.912898789146,34.8286137455705,75.6170566602842,2.73978772758935,10.2121018073284,0,4.82284085208249,4.33142294854179,1.53441572670557,4.1012275920404,83.2266298548464,390.77678874447,31.0512679013613,213.670846259422,161.942429851508,51.1048038294466,153.543952274332,8.34739096859295e-06,1.11988220002985e-61,0.659251493710565,1.64103592251195e-27,3.06732551520239e-18,0.0386013523606213,8.60487964614012e-17,1.04315061548194
"ML1_Jacowitz_Chicago.34","ML1","Jacowitz_Chicago","wku",38,48,3596.81578947368,201.932742014938,1054.01041666667,102.332320996661,1244.79702253481,144.704714585008,708.979116890658,73.1256124314821,2542.80537280702,213.168948752957,981.7188610224,75.2943995295298,2.56694937960604,0.290890866445635,36,5284,1442.10584088068,3643.64056475623,972.500056394348,1109.94221787741,1073.85555097368,2168.14552109269,1.99711975084158,36,36,36,36,36,36,36,133438.980028222,30744.2332401099,28173.3709435768,387.035493097043,2303.62004013717,114922.26261317,0.12916345213758,365.293005720369,175.340335462522,167.849250649435,19.6732176599824,47.9960419215707,339.001862256197,0.359393172079799,63.5008219822975,90.2076965264645,4.13656617189516,79.2653328054936,76.912898789146,34.8286137455705,75.6170566602842,2.73978772758935,10.2121018073284,0,4.82284085208249,4.33142294854179,1.53441572670557,4.1012275920404,83.2266298548464,390.77678874447,31.0512679013613,213.670846259422,161.942429851508,51.1048038294466,153.543952274332,8.34739096859295e-06,1.11988220002985e-61,0.659251493710565,1.64103592251195e-27,3.06732551520239e-18,0.0386013523606213,8.60487964614012e-17,1.04315061548194
"ML1_Jacowitz_Chicago.35","ML1","Jacowitz_Chicago","wl",42,31,3415.29761904762,159.86125940597,1925.96774193548,208.381436513893,1036.01936993101,114.409200064582,1160.21873609738,149.783594762099,1489.32987711214,258.150086575784,1090.22550321122,90.852125267602,1.35158514989658,0.259608725355073,36,5284,1442.10584088068,3643.64056475623,972.500056394348,1109.94221787741,1073.85555097368,2168.14552109269,1.99711975084158,36,36,36,36,36,36,36,133438.980028222,30744.2332401099,28173.3709435768,387.035493097043,2303.62004013717,114922.26261317,0.12916345213758,365.293005720369,175.340335462522,167.849250649435,19.6732176599824,47.9960419215707,339.001862256197,0.359393172079799,63.5008219822975,90.2076965264645,4.13656617189516,79.2653328054936,76.912898789146,34.8286137455705,75.6170566602842,2.73978772758935,10.2121018073284,0,4.82284085208249,4.33142294854179,1.53441572670557,4.1012275920404,83.2266298548464,390.77678874447,31.0512679013613,213.670846259422,161.942429851508,51.1048038294466,153.543952274332,8.34739096859295e-06,1.11988220002985e-61,0.659251493710565,1.64103592251195e-27,3.06732551520239e-18,0.0386013523606213,8.60487964614012e-17,1.04315061548194
"ML1_Jacowitz_Chicago.36","ML1","Jacowitz_Chicago","wpi",35,42,3595.32857142857,201.349845989988,1631.20238095238,174.523964339519,1191.20175319159,144.454430877349,1131.0445585426,124.902976658511,1964.12619047619,265.191001967716,1158.70288685921,93.9832144873093,1.67809042544038,0.263856313070482,36,5284,1442.10584088068,3643.64056475623,972.500056394348,1109.94221787741,1073.85555097368,2168.14552109269,1.99711975084158,36,36,36,36,36,36,36,133438.980028222,30744.2332401099,28173.3709435768,387.035493097043,2303.62004013717,114922.26261317,0.12916345213758,365.293005720369,175.340335462522,167.849250649435,19.6732176599824,47.9960419215707,339.001862256197,0.359393172079799,63.5008219822975,90.2076965264645,4.13656617189516,79.2653328054936,76.912898789146,34.8286137455705,75.6170566602842,2.73978772758935,10.2121018073284,0,4.82284085208249,4.33142294854179,1.53441572670557,4.1012275920404,83.2266298548464,390.77678874447,31.0512679013613,213.670846259422,161.942429851508,51.1048038294466,153.543952274332,8.34739096859295e-06,1.11988220002985e-61,0.659251493710565,1.64103592251195e-27,3.06732551520239e-18,0.0386013523606213,8.60487964614012e-17,1.04315061548194
"ML1_Jacowitz_Distance.1","ML1","Jacowitz_Distance","abington",37,31,3485.81081081081,219.901775055203,1895.93548387097,276.284897315998,1337.61027765186,157.638882985408,1538.28920526417,198.592282454625,1589.87532693984,348.748320950471,1432.31776325966,123.733409107933,1.09733215305252,0.258444188337466,36,5362,1798.57985549604,3485.66466365303,1279.65375904333,1331.88950530349,1328.08675033487,1662.5099065636,1.2098166402819,36,36,36,36,36,36,36,45415.0876233666,13192.3211975224,4703.65326971504,314.760803895768,3508.99220228136,62982.2698455206,0.0238827302937287,213.108159448123,114.857830370952,68.5831850362393,17.7414994827317,59.2367470602611,250.962686161749,0.154540384022199,34.4491445117263,65.5292769640314,2.41180617761943,27.93663714257,55.6180417434815,35.9391254904651,41.3292074262011,1.52553310334583,2.90101254608598,0,1.38766768625327,2.25316781702197,1.56101521819088,1.70442558576681,53.8327104813211,96.9723253559892,32.6878983299463,46.8525219225993,81.6693998948255,55.1883083952941,60.5468693316672,0.0218565550793363,9.93205528395243e-08,0.580216189314004,0.0868909912802531,1.34656532042537e-05,0.0162630940296351,0.00468050579128495,1.02471411841077
"ML1_Jacowitz_Distance.2","ML1","Jacowitz_Distance","brasilia",30,43,3206.56666666667,282.134886356893,1446.66279069767,209.187242078286,1545.31641516827,202.909986115319,1371.73247999664,149.668283876527,1759.90387596899,343.780083455961,1445.15402818207,120.429502348506,1.20487961481092,0.25561381984117,36,5362,1798.57985549604,3485.66466365303,1279.65375904333,1331.88950530349,1328.08675033487,1662.5099065636,1.2098166402819,36,36,36,36,36,36,36,45415.0876233666,13192.3211975224,4703.65326971504,314.760803895768,3508.99220228136,62982.2698455206,0.0238827302937287,213.108159448123,114.857830370952,68.5831850362393,17.7414994827317,59.2367470602611,250.962686161749,0.154540384022199,34.4491445117263,65.5292769640314,2.41180617761943,27.93663714257,55.6180417434815,35.9391254904651,41.3292074262011,1.52553310334583,2.90101254608598,0,1.38766768625327,2.25316781702197,1.56101521819088,1.70442558576681,53.8327104813211,96.9723253559892,32.6878983299463,46.8525219225993,81.6693998948255,55.1883083952941,60.5468693316672,0.0218565550793363,9.93205528395243e-08,0.580216189314004,0.0868909912802531,1.34656532042537e-05,0.0162630940296351,0.00468050579128495,1.02471411841077
"ML1_Jacowitz_Distance.3","ML1","Jacowitz_Distance","charles",32,35,2964.734375,272.685996548959,1551.57142857143,242.385178692799,1542.54493835504,195.903403074591,1433.97005538745,173.894411833391,1413.16294642857,363.633418740297,1486.74127677133,129.404218236467,0.939493451728634,0.255009157590232,36,5362,1798.57985549604,3485.66466365303,1279.65375904333,1331.88950530349,1328.08675033487,1662.5099065636,1.2098166402819,36,36,36,36,36,36,36,45415.0876233666,13192.3211975224,4703.65326971504,314.760803895768,3508.99220228136,62982.2698455206,0.0238827302937287,213.108159448123,114.857830370952,68.5831850362393,17.7414994827317,59.2367470602611,250.962686161749,0.154540384022199,34.4491445117263,65.5292769640314,2.41180617761943,27.93663714257,55.6180417434815,35.9391254904651,41.3292074262011,1.52553310334583,2.90101254608598,0,1.38766768625327,2.25316781702197,1.56101521819088,1.70442558576681,53.8327104813211,96.9723253559892,32.6878983299463,46.8525219225993,81.6693998948255,55.1883083952941,60.5468693316672,0.0218565550793363,9.93205528395243e-08,0.580216189314004,0.0868909912802531,1.34656532042537e-05,0.0162630940296351,0.00468050579128495,1.02471411841077
"ML1_Jacowitz_Distance.4","ML1","Jacowitz_Distance","conncoll",49,33,3867.21428571429,178.053429051335,1606.95454545455,175.287179629974,1246.37400335934,127.207514037513,1006.94818451935,125.868523064919,2260.25974025974,260.448965021094,1156.56679542201,90.868469326455,1.93589531561542,0.269468254850454,36,5362,1798.57985549604,3485.66466365303,1279.65375904333,1331.88950530349,1328.08675033487,1662.5099065636,1.2098166402819,36,36,36,36,36,36,36,45415.0876233666,13192.3211975224,4703.65326971504,314.760803895768,3508.99220228136,62982.2698455206,0.0238827302937287,213.108159448123,114.857830370952,68.5831850362393,17.7414994827317,59.2367470602611,250.962686161749,0.154540384022199,34.4491445117263,65.5292769640314,2.41180617761943,27.93663714257,55.6180417434815,35.9391254904651,41.3292074262011,1.52553310334583,2.90101254608598,0,1.38766768625327,2.25316781702197,1.56101521819088,1.70442558576681,53.8327104813211,96.9723253559892,32.6878983299463,46.8525219225993,81.6693998948255,55.1883083952941,60.5468693316672,0.0218565550793363,9.93205528395243e-08,0.580216189314004,0.0868909912802531,1.34656532042537e-05,0.0162630940296351,0.00468050579128495,1.02471411841077
"ML1_Jacowitz_Distance.5","ML1","Jacowitz_Distance","csun",50,37,3590.46,181.254428708737,1823.45945945946,181.616422486538,1281.66235660042,129.467449077669,1104.72956958792,130.19362833882,1767.00054054054,262.373069367663,1209.88890403545,92.2531640633442,1.44753427607982,0.24133014597486,36,5362,1798.57985549604,3485.66466365303,1279.65375904333,1331.88950530349,1328.08675033487,1662.5099065636,1.2098166402819,36,36,36,36,36,36,36,45415.0876233666,13192.3211975224,4703.65326971504,314.760803895768,3508.99220228136,62982.2698455206,0.0238827302937287,213.108159448123,114.857830370952,68.5831850362393,17.7414994827317,59.2367470602611,250.962686161749,0.154540384022199,34.4491445117263,65.5292769640314,2.41180617761943,27.93663714257,55.6180417434815,35.9391254904651,41.3292074262011,1.52553310334583,2.90101254608598,0,1.38766768625327,2.25316781702197,1.56101521819088,1.70442558576681,53.8327104813211,96.9723253559892,32.6878983299463,46.8525219225993,81.6693998948255,55.1883083952941,60.5468693316672,0.0218565550793363,9.93205528395243e-08,0.580216189314004,0.0868909912802531,1.34656532042537e-05,0.0162630940296351,0.00468050579128495,1.02471411841077
"ML1_Jacowitz_Distance.6","ML1","Jacowitz_Distance","help",28,45,3667.17857142857,266.313941094131,1119.84444444444,188.173445017229,1409.20091760915,191.767955178014,1262.30584385653,134.562255085043,2547.33412698413,317.746881757591,1320.09485904492,110.00790492041,1.90919206580002,0.285796809543769,36,5362,1798.57985549604,3485.66466365303,1279.65375904333,1331.88950530349,1328.08675033487,1662.5099065636,1.2098166402819,36,36,36,36,36,36,36,45415.0876233666,13192.3211975224,4703.65326971504,314.760803895768,3508.99220228136,62982.2698455206,0.0238827302937287,213.108159448123,114.857830370952,68.5831850362393,17.7414994827317,59.2367470602611,250.962686161749,0.154540384022199,34.4491445117263,65.5292769640314,2.41180617761943,27.93663714257,55.6180417434815,35.9391254904651,41.3292074262011,1.52553310334583,2.90101254608598,0,1.38766768625327,2.25316781702197,1.56101521819088,1.70442558576681,53.8327104813211,96.9723253559892,32.6878983299463,46.8525219225993,81.6693998948255,55.1883083952941,60.5468693316672,0.0218565550793363,9.93205528395243e-08,0.580216189314004,0.0868909912802531,1.34656532042537e-05,0.0162630940296351,0.00468050579128495,1.02471411841077
"ML1_Jacowitz_Distance.7","ML1","Jacowitz_Distance","ithaca",34,37,3269.35294117647,229.018358293755,1824.82432432432,189.737797401688,1335.39503024733,164.375765319535,1154.1299646163,136.01552072513,1444.52861685215,295.564033376422,1244.12131481733,105.147442261631,1.1484093423146,0.253970490305082,36,5362,1798.57985549604,3485.66466365303,1279.65375904333,1331.88950530349,1328.08675033487,1662.5099065636,1.2098166402819,36,36,36,36,36,36,36,45415.0876233666,13192.3211975224,4703.65326971504,314.760803895768,3508.99220228136,62982.2698455206,0.0238827302937287,213.108159448123,114.857830370952,68.5831850362393,17.7414994827317,59.2367470602611,250.962686161749,0.154540384022199,34.4491445117263,65.5292769640314,2.41180617761943,27.93663714257,55.6180417434815,35.9391254904651,41.3292074262011,1.52553310334583,2.90101254608598,0,1.38766768625327,2.25316781702197,1.56101521819088,1.70442558576681,53.8327104813211,96.9723253559892,32.6878983299463,46.8525219225993,81.6693998948255,55.1883083952941,60.5468693316672,0.0218565550793363,9.93205528395243e-08,0.580216189314004,0.0868909912802531,1.34656532042537e-05,0.0162630940296351,0.00468050579128495,1.02471411841077
"ML1_Jacowitz_Distance.8","ML1","Jacowitz_Distance","jmu",97,51,3444.05154639175,131.217458427953,2132.82352941176,178.11311828884,1292.34208917,93.2667566334232,1271.98208644434,127.198208644434,1311.22801697999,222.3310690382,1285.40579556582,74.9663883702982,1.01483809660436,0.181904674646484,36,5362,1798.57985549604,3485.66466365303,1279.65375904333,1331.88950530349,1328.08675033487,1662.5099065636,1.2098166402819,36,36,36,36,36,36,36,45415.0876233666,13192.3211975224,4703.65326971504,314.760803895768,3508.99220228136,62982.2698455206,0.0238827302937287,213.108159448123,114.857830370952,68.5831850362393,17.7414994827317,59.2367470602611,250.962686161749,0.154540384022199,34.4491445117263,65.5292769640314,2.41180617761943,27.93663714257,55.6180417434815,35.9391254904651,41.3292074262011,1.52553310334583,2.90101254608598,0,1.38766768625327,2.25316781702197,1.56101521819088,1.70442558576681,53.8327104813211,96.9723253559892,32.6878983299463,46.8525219225993,81.6693998948255,55.1883083952941,60.5468693316672,0.0218565550793363,9.93205528395243e-08,0.580216189314004,0.0868909912802531,1.34656532042537e-05,0.0162630940296351,0.00468050579128495,1.02471411841077
