"","Project","Replication","Lab","Lab__Empirical__T_N","Lab__Empirical__C_N","Lab__Empirical__T_M","Lab__Empirical__SE_T_M","Lab__Empirical__C_M","Lab__Empirical__SE_C_M","Lab__Empirical__T_SD","Lab__Empirical__SE_T_SD","Lab__Empirical__C_SD","Lab__Empirical__SE_C_SD","Lab__Empirical__MD","Lab__Empirical__SE_MD","Lab__Empirical__pooled_SD","Lab__Empirical__SE_pooled_SD","Lab__Empirical__SMD","Lab__Empirical__SE_SMD","MA__Empirical__K","MA__Empirical__N","MA__Model_Estimate__C_M","MA__Model_Estimate__T_M","MA__Model_Estimate__C_SD","MA__Model_Estimate__T_SD","MA__Model_Estimate__pooled_SD","MA__Model_Estimate__MD","MA__Model_Estimate__SMD","MA__Model_Estimate__C_M_K","MA__Model_Estimate__T_M_K","MA__Model_Estimate__C_SD_K","MA__Model_Estimate__T_SD_K","MA__Model_Estimate__pooled_SD_K","MA__Model_Estimate__MD_K","MA__Model_Estimate__SMD_K","MA__Tau2__C_M","MA__Tau2__T_M","MA__Tau2__C_SD","MA__Tau2__T_SD","MA__Tau2__pooled_SD","MA__Tau2__MD","MA__Tau2__SMD","MA__Tau__C_M","MA__Tau__T_M","MA__Tau__C_SD","MA__Tau__T_SD","MA__Tau__pooled_SD","MA__Tau__MD","MA__Tau__SMD","MA__I2__T_M","MA__I2__C_M","MA__I2__T_SD","MA__I2__C_SD","MA__I2__MD","MA__I2__pooled_SD","MA__I2__SMD","MA__H2__T_M","MA__H2__C_M","MA__H2__TSD","MA__H2__C_SD","MA__H2__MD","MA__H2__pooled_SD","MA__H2__SMD","MA__QE__T_M","MA__QE__C_M","MA__QE__T_SD","MA__QE__C_SD","MA__QE__MD","MA__QE__pooled_SD","MA__QE__SMD","MA__QEp__T_M","MA__QEp__C_M","MA__QEp__T_SD","MA__QEp__C_SD","MA__QEp__MD","MA__QEp__pooled_SD","MA__QEp__SMD","MA__H2__T_SD"
"ML1_Jacowitz_Chicago.11","ML1","Jacowitz_Chicago","lse",134,89,3819.35447761194,97.9638602012376,1649.42696629213,115.272775028753,1134.01366805727,69.5308391399557,1087.48118466106,81.9719785475441,2169.92751131981,152.566525064394,1115.71745009687,52.9496069380015,1.93826292751746,0.164302270175562,36,5284,1442.10584088068,3643.64056475623,972.500056394348,1109.94221787741,1073.85555097368,2168.14552109269,1.99711975084158,36,36,36,36,36,36,36,133438.980028222,30744.2332401099,28173.3709435768,387.035493097043,2303.62004013717,114922.26261317,0.12916345213758,365.293005720369,175.340335462522,167.849250649435,19.6732176599824,47.9960419215707,339.001862256197,0.359393172079799,63.5008219822975,90.2076965264645,4.13656617189516,79.2653328054936,76.912898789146,34.8286137455705,75.6170566602842,2.73978772758935,10.2121018073284,0,4.82284085208249,4.33142294854179,1.53441572670557,4.1012275920404,83.2266298548464,390.77678874447,31.0512679013613,213.670846259422,161.942429851508,51.1048038294466,153.543952274332,8.34739096859295e-06,1.11988220002985e-61,0.659251493710565,1.64103592251195e-27,3.06732551520239e-18,0.0386013523606213,8.60487964614012e-17,1.04315061548194
"ML1_Jacowitz_Chicago.12","ML1","Jacowitz_Chicago","luc",61,61,3315.89344262295,144.798033978684,1546.26229508197,121.085091002943,1130.90879795394,103.237376520071,945.70479276286,86.3306412894945,1769.63114754098,188.753993089638,1042.42799855536,67.0098096979286,1.6869692689872,0.209858809241603,36,5284,1442.10584088068,3643.64056475623,972.500056394348,1109.94221787741,1073.85555097368,2168.14552109269,1.99711975084158,36,36,36,36,36,36,36,133438.980028222,30744.2332401099,28173.3709435768,387.035493097043,2303.62004013717,114922.26261317,0.12916345213758,365.293005720369,175.340335462522,167.849250649435,19.6732176599824,47.9960419215707,339.001862256197,0.359393172079799,63.5008219822975,90.2076965264645,4.13656617189516,79.2653328054936,76.912898789146,34.8286137455705,75.6170566602842,2.73978772758935,10.2121018073284,0,4.82284085208249,4.33142294854179,1.53441572670557,4.1012275920404,83.2266298548464,390.77678874447,31.0512679013613,213.670846259422,161.942429851508,51.1048038294466,153.543952274332,8.34739096859295e-06,1.11988220002985e-61,0.659251493710565,1.64103592251195e-27,3.06732551520239e-18,0.0386013523606213,8.60487964614012e-17,1.04315061548194
"ML1_Jacowitz_Chicago.13","ML1","Jacowitz_Chicago","mcdaniel",39,45,3350.10256410256,222.000120955554,1254.77777777778,140.704122684063,1386.39031101163,159.029875315885,943.871949108104,100.617087848907,2095.32478632479,255.955652700777,1169.94014266064,90.8049656770997,1.77452821918204,0.256383227446975,36,5284,1442.10584088068,3643.64056475623,972.500056394348,1109.94221787741,1073.85555097368,2168.14552109269,1.99711975084158,36,36,36,36,36,36,36,133438.980028222,30744.2332401099,28173.3709435768,387.035493097043,2303.62004013717,114922.26261317,0.12916345213758,365.293005720369,175.340335462522,167.849250649435,19.6732176599824,47.9960419215707,339.001862256197,0.359393172079799,63.5008219822975,90.2076965264645,4.13656617189516,79.2653328054936,76.912898789146,34.8286137455705,75.6170566602842,2.73978772758935,10.2121018073284,0,4.82284085208249,4.33142294854179,1.53441572670557,4.1012275920404,83.2266298548464,390.77678874447,31.0512679013613,213.670846259422,161.942429851508,51.1048038294466,153.543952274332,8.34739096859295e-06,1.11988220002985e-61,0.659251493710565,1.64103592251195e-27,3.06732551520239e-18,0.0386013523606213,8.60487964614012e-17,1.04315061548194
"ML1_Jacowitz_Chicago.14","ML1","Jacowitz_Chicago","msvu",35,39,3076.08571428571,212.226467042462,1152.12820512821,125.311899293607,1255.54871110857,152.257645706139,782.572560264077,89.7672291099738,1923.95750915751,240.580658810569,1033.26370801612,85.5135129233256,1.84254486488288,0.275723339794065,36,5284,1442.10584088068,3643.64056475623,972.500056394348,1109.94221787741,1073.85555097368,2168.14552109269,1.99711975084158,36,36,36,36,36,36,36,133438.980028222,30744.2332401099,28173.3709435768,387.035493097043,2303.62004013717,114922.26261317,0.12916345213758,365.293005720369,175.340335462522,167.849250649435,19.6732176599824,47.9960419215707,339.001862256197,0.359393172079799,63.5008219822975,90.2076965264645,4.13656617189516,79.2653328054936,76.912898789146,34.8286137455705,75.6170566602842,2.73978772758935,10.2121018073284,0,4.82284085208249,4.33142294854179,1.53441572670557,4.1012275920404,83.2266298548464,390.77678874447,31.0512679013613,213.670846259422,161.942429851508,51.1048038294466,153.543952274332,8.34739096859295e-06,1.11988220002985e-61,0.659251493710565,1.64103592251195e-27,3.06732551520239e-18,0.0386013523606213,8.60487964614012e-17,1.04315061548194
"ML1_Jacowitz_Chicago.15","ML1","Jacowitz_Chicago","mturk",439,433,3708.72892938497,50.0339051083096,1829.94226327945,57.2407603779255,1048.32673289869,35.4196779097529,1191.10306559192,40.5221491911805,1878.78666610552,75.9591492437824,1121.49684909401,26.8703907753086,1.67380450579,0.0786504863614901,36,5284,1442.10584088068,3643.64056475623,972.500056394348,1109.94221787741,1073.85555097368,2168.14552109269,1.99711975084158,36,36,36,36,36,36,36,133438.980028222,30744.2332401099,28173.3709435768,387.035493097043,2303.62004013717,114922.26261317,0.12916345213758,365.293005720369,175.340335462522,167.849250649435,19.6732176599824,47.9960419215707,339.001862256197,0.359393172079799,63.5008219822975,90.2076965264645,4.13656617189516,79.2653328054936,76.912898789146,34.8286137455705,75.6170566602842,2.73978772758935,10.2121018073284,0,4.82284085208249,4.33142294854179,1.53441572670557,4.1012275920404,83.2266298548464,390.77678874447,31.0512679013613,213.670846259422,161.942429851508,51.1048038294466,153.543952274332,8.34739096859295e-06,1.11988220002985e-61,0.659251493710565,1.64103592251195e-27,3.06732551520239e-18,0.0386013523606213,8.60487964614012e-17,1.04315061548194
"ML1_Jacowitz_Chicago.16","ML1","Jacowitz_Chicago","osu",42,52,3896.42857142857,171.919231883334,1331.77884615385,133.892890302017,1114.16396290534,123.038826721235,965.515362807993,95.6002664190567,2564.64972527473,214.59883501338,1034.40294947105,75.8461041547539,2.45907626493457,0.272954917813129,36,5284,1442.10584088068,3643.64056475623,972.500056394348,1109.94221787741,1073.85555097368,2168.14552109269,1.99711975084158,36,36,36,36,36,36,36,133438.980028222,30744.2332401099,28173.3709435768,387.035493097043,2303.62004013717,114922.26261317,0.12916345213758,365.293005720369,175.340335462522,167.849250649435,19.6732176599824,47.9960419215707,339.001862256197,0.359393172079799,63.5008219822975,90.2076965264645,4.13656617189516,79.2653328054936,76.912898789146,34.8286137455705,75.6170566602842,2.73978772758935,10.2121018073284,0,4.82284085208249,4.33142294854179,1.53441572670557,4.1012275920404,83.2266298548464,390.77678874447,31.0512679013613,213.670846259422,161.942429851508,51.1048038294466,153.543952274332,8.34739096859295e-06,1.11988220002985e-61,0.659251493710565,1.64103592251195e-27,3.06732551520239e-18,0.0386013523606213,8.60487964614012e-17,1.04315061548194
"ML1_Jacowitz_Chicago.17","ML1","Jacowitz_Chicago","oxy",59,50,3361.9406779661,156.421441811283,1712.3,141.502666016566,1201.49589264421,111.556093051453,1000.57494696289,101.073332868976,1649.6406779661,214.133394515338,1113.9922273692,75.7975704022514,1.47042871812417,0.215289922785054,36,5284,1442.10584088068,3643.64056475623,972.500056394348,1109.94221787741,1073.85555097368,2168.14552109269,1.99711975084158,36,36,36,36,36,36,36,133438.980028222,30744.2332401099,28173.3709435768,387.035493097043,2303.62004013717,114922.26261317,0.12916345213758,365.293005720369,175.340335462522,167.849250649435,19.6732176599824,47.9960419215707,339.001862256197,0.359393172079799,63.5008219822975,90.2076965264645,4.13656617189516,79.2653328054936,76.912898789146,34.8286137455705,75.6170566602842,2.73978772758935,10.2121018073284,0,4.82284085208249,4.33142294854179,1.53441572670557,4.1012275920404,83.2266298548464,390.77678874447,31.0512679013613,213.670846259422,161.942429851508,51.1048038294466,153.543952274332,8.34739096859295e-06,1.11988220002985e-61,0.659251493710565,1.64103592251195e-27,3.06732551520239e-18,0.0386013523606213,8.60487964614012e-17,1.04315061548194
"ML1_Jacowitz_Chicago.18","ML1","Jacowitz_Chicago","pi",596,517,3566.05704697987,46.0670575403367,1970.42843326886,54.2490874991441,1124.64019983865,32.6016906698415,1233.49589648739,38.3970500957741,1595.62861371101,70.7054824986876,1176.45117959012,24.9463216709321,1.35539085809968,0.0665769995634809,36,5284,1442.10584088068,3643.64056475623,972.500056394348,1109.94221787741,1073.85555097368,2168.14552109269,1.99711975084158,36,36,36,36,36,36,36,133438.980028222,30744.2332401099,28173.3709435768,387.035493097043,2303.62004013717,114922.26261317,0.12916345213758,365.293005720369,175.340335462522,167.849250649435,19.6732176599824,47.9960419215707,339.001862256197,0.359393172079799,63.5008219822975,90.2076965264645,4.13656617189516,79.2653328054936,76.912898789146,34.8286137455705,75.6170566602842,2.73978772758935,10.2121018073284,0,4.82284085208249,4.33142294854179,1.53441572670557,4.1012275920404,83.2266298548464,390.77678874447,31.0512679013613,213.670846259422,161.942429851508,51.1048038294466,153.543952274332,8.34739096859295e-06,1.11988220002985e-61,0.659251493710565,1.64103592251195e-27,3.06732551520239e-18,0.0386013523606213,8.60487964614012e-17,1.04315061548194
"ML1_Jacowitz_Chicago.19","ML1","Jacowitz_Chicago","psu",40,45,3528.1125,193.534323702856,1160.27777777778,123.945946343716,1224.01853664267,138.592807840777,831.45468468027,88.6333671955309,2367.83472222222,224.832661956388,1034.63268041943,79.8236442844885,2.26782238078587,0.276808110840599,36,5284,1442.10584088068,3643.64056475623,972.500056394348,1109.94221787741,1073.85555097368,2168.14552109269,1.99711975084158,36,36,36,36,36,36,36,133438.980028222,30744.2332401099,28173.3709435768,387.035493097043,2303.62004013717,114922.26261317,0.12916345213758,365.293005720369,175.340335462522,167.849250649435,19.6732176599824,47.9960419215707,339.001862256197,0.359393172079799,63.5008219822975,90.2076965264645,4.13656617189516,79.2653328054936,76.912898789146,34.8286137455705,75.6170566602842,2.73978772758935,10.2121018073284,0,4.82284085208249,4.33142294854179,1.53441572670557,4.1012275920404,83.2266298548464,390.77678874447,31.0512679013613,213.670846259422,161.942429851508,51.1048038294466,153.543952274332,8.34739096859295e-06,1.11988220002985e-61,0.659251493710565,1.64103592251195e-27,3.06732551520239e-18,0.0386013523606213,8.60487964614012e-17,1.04315061548194
"ML1_Jacowitz_Chicago.20","ML1","Jacowitz_Chicago","qccuny",49,35,3674.81632653061,157.145014659078,1396.35714285714,200.070926049189,1100.01510261355,112.269821281603,1183.63556078563,143.536895275186,2278.45918367347,251.286816587607,1135.43459839283,88.126816044775,1.98826529297528,0.267610718772927,36,5284,1442.10584088068,3643.64056475623,972.500056394348,1109.94221787741,1073.85555097368,2168.14552109269,1.99711975084158,36,36,36,36,36,36,36,133438.980028222,30744.2332401099,28173.3709435768,387.035493097043,2303.62004013717,114922.26261317,0.12916345213758,365.293005720369,175.340335462522,167.849250649435,19.6732176599824,47.9960419215707,339.001862256197,0.359393172079799,63.5008219822975,90.2076965264645,4.13656617189516,79.2653328054936,76.912898789146,34.8286137455705,75.6170566602842,2.73978772758935,10.2121018073284,0,4.82284085208249,4.33142294854179,1.53441572670557,4.1012275920404,83.2266298548464,390.77678874447,31.0512679013613,213.670846259422,161.942429851508,51.1048038294466,153.543952274332,8.34739096859295e-06,1.11988220002985e-61,0.659251493710565,1.64103592251195e-27,3.06732551520239e-18,0.0386013523606213,8.60487964614012e-17,1.04315061548194
"ML1_Jacowitz_Chicago.21","ML1","Jacowitz_Chicago","qccuny2",31,37,3245.58064516129,217.340312280883,940.189189189189,157.080599363681,1210.09964532385,156.223192453026,955.483984046184,112.604867405699,2305.3914559721,262.646290898416,1078.69464971988,93.1850248736545,2.11281060289685,0.301268555489148,36,5284,1442.10584088068,3643.64056475623,972.500056394348,1109.94221787741,1073.85555097368,2168.14552109269,1.99711975084158,36,36,36,36,36,36,36,133438.980028222,30744.2332401099,28173.3709435768,387.035493097043,2303.62004013717,114922.26261317,0.12916345213758,365.293005720369,175.340335462522,167.849250649435,19.6732176599824,47.9960419215707,339.001862256197,0.359393172079799,63.5008219822975,90.2076965264645,4.13656617189516,79.2653328054936,76.912898789146,34.8286137455705,75.6170566602842,2.73978772758935,10.2121018073284,0,4.82284085208249,4.33142294854179,1.53441572670557,4.1012275920404,83.2266298548464,390.77678874447,31.0512679013613,213.670846259422,161.942429851508,51.1048038294466,153.543952274332,8.34739096859295e-06,1.11988220002985e-61,0.659251493710565,1.64103592251195e-27,3.06732551520239e-18,0.0386013523606213,8.60487964614012e-17,1.04315061548194
